platform,verdict,app,bundle_id,source,occurrences,reasons
LG,maybe,The Royalty Family 1279075 Kenya LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Malaysia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Maldives LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Mexico LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Morocco LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Netherlands LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 New Zealand LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Nigeria LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Norway LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Oman LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Peru LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Philippines LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Qatar LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Saudi Arabia LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Singapore LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Spain LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,The Royalty Family 1279075 Sweden LG CTV not clickable https://,us.lgappstv.com,Playwork,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Thailand LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Turkey LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 Uganda LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 United Arab Emirates LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1279075 United States LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Roku,no,820140 Australia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,,vizio.the_royalty_family,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,,vizio.theroyaltyfamily,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,maybe,Thebeefamily,com.samsung.the_royalty_family,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Thefamousfilms,com.samsung.the_royalty_family,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Thekingofrandom,com.samsung.the_royalty_family,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vizio,maybe,Thekingofrandom,vizio.the_royalty_family,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Thekingofrandom,vizio.theroyaltyfamily,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Theotherside,vizio.the_royalty_family,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,Theroyaltyfamily,vizio.the_royalty_family,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Rogers,unlikely,Theroyaltyfamily,com.rogers.the_royalty_family,Playwork,1,"Cable STB; usually SSAI"
Samsung,maybe,G15055001404 United States Samsung CTV https://,www.samsung.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vizio,maybe,,vizio.theweatherchannel,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,,vizio.thecw,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Roku,no,594961 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,594961 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,805242 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,805242 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,805242 Mexico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,805242 Puerto Rico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,,com.comcast.thefamousfilms,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Roku,no,613404 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,780148 Argentina Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,780148 Brazil Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,780148 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,780148 El Salvador Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,780148 Mexico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,780148 Puerto Rico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,780148 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,780148 Virgin Islands  U.S. Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,,com.comcast.thekingofrandom,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Roku,no,614562 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Samsung,maybe,,com.samsung.thekingofrandom,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,G20359016121 United States Samsung CTV https://,www.samsung.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Roku,no,614562 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,614562 Japan Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,635558 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Fire TV,yes,,B078JCGVPK,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Roku,no,820140 Argentina Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,820140 Brazil Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,820140 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,820140 Chile Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,820140 Colombia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,820140 Costa Rica Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,820140 Germany Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,820140 Guam Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Theroyaltyfamily 820140 Guatemala Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Theroyaltyfamily 820140 Honduras Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Theroyaltyfamily 820140 Korea  Republic of Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Theroyaltyfamily 820140 Mexico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Theroyaltyfamily 820140 Nigeria Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Thoughty2 820140 Panama Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Tilematch 820140 Puerto Rico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Tilematch 820140 Singapore Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Tilematch 820140 United States Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,Tilematch,com.comcast.thoughty2,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Samsung,unlikely,Toon Goggles For Tv,com.samsung.thoughty2,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Toon Goggles For Tv 814070 United States Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Toon Goggles For Tv 814070 Brazil Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Toon Goggles For Tv 814070 Mexico Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Toongoggles 814070 Canada Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Toongoggles 814070 Puerto Rico Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Toongoggles 814070 Nicaragua Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Treyten 814070 Colombia Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Treyten 814070 Chile Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Tubi,unlikely,Tubi,B077967RHY,WURL,1,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Tubi,unlikely,Tubi,com.toongoggles.tv,WURL,1,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Tubi,unlikely,Tubi - Free Movies & Tv,com.comcast.treyten,WURL,1,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Tubi,unlikely,Tubi - Free Movies & Tv 789403 United States Roku CTV not clickable https://,channelstore.roku.com,WURL,1,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Tubi,unlikely,Tubi - Free Movies & Tv,com.samsung.treyten,WURL,1,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Tubi,unlikely,Tubi: Free Movies & Live Tv,com.samsung.treyten,,1,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed | app-name pattern suggests FAST/24h channel → SSAI typical"
Vizio,maybe,,vizio.treyten,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Tubi,unlikely,9n1sv6841f0b Canada Tubi CTV https://,apps.microsoft.com,,1,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed"
Tubi,unlikely,9n1sv6841f0b United Kingdom Tubi CTV https://,apps.microsoft.com,,1,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed"
Tubi,unlikely,9n1sv6841f0b Mexico Tubi CTV https://,apps.microsoft.com,,1,"Fox-owned Tubi runs its own ad SDK; SIMID acceptance unconfirmed"
Roku,no,41468 Australia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,41468 Brazil Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,41468 Bulgaria Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,41468 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,41468 China Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,41468 Colombia Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,41468 Czech Republic Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,41468 France Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,41468 Germany Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
